timestamp_ms,s_rtt_ms,base_rtt_ms,qdelay_ms,qdelay_avg_ms,bitrate_kbps,cwnd_bytes,bytes_in_flight,max_bytes_in_flight,packet_loss
1751296573232,0,10000,0,0,500,2000,0,0,0
1751296573237,0,10000,0,0,500,2000,0,0,0
1751296573272,0,10000,0,0,500,2000,0,0,0
1751296573277,0,10000,0,0,500,2000,0,0,0
1751296573313,0,10000,0,0,500,2000,0,0,0
1751296573316,0,10000,0,0,500,2000,0,0,0
1751296573352,0,10000,0,0,500,2000,0,0,0
1751296573357,0,10000,0,0,500,2000,0,0,0
1751296573392,0,10000,0,0,500,2000,0,0,0
1751296573397,0,10000,0,0,500,2000,0,0,0
1751296573434,0,10000,0,0,500,2000,0,0,0
1751296573436,0,10000,0,0,500,2000,0,0,0
1751296573473,0,10000,0,0,500,2000,0,0,0
1751296573476,0,10000,0,0,500,2000,0,0,0
1751296573527,0,10000,0,0,500,2000,0,0,0
1751296573527,0,10000,0,0,500,2000,0,0,0
1751296573563,0,10000,0,0,500,2000,0,0,0
1751296573564,0,10000,0,0,500,2000,0,0,0
1751296573596,0,10000,0,0,500,2000,0,0,0
1751296573601,0,10000,0,0,500,2000,0,0,0
1751296573632,0,10000,0,0,500,2000,0,0,0
1751296573650,0,10000,0,0,500,2000,0,0,0
1751296573672,0,10000,0,0,500,2000,0,0,0
1751296573676,0,10000,0,0,500,2000,0,0,0
1751296573722,0,10000,0,0,500,2000,0,0,0
1751296573722,0,10000,0,0,500,2000,0,0,0
1751296573753,0,10000,0,0,500,2000,0,0,0
1751296573757,0,10000,0,0,500,2000,0,0,0
1751296573793,0,10000,0,0,500,2000,0,0,0
1751296573796,0,10000,0,0,500,2000,0,0,0
1751296573833,0,10000,0,0,500,2000,0,0,0
1751296573837,0,10000,0,0,500,2000,0,0,0
1751296573873,0,10000,0,0,500,2000,0,0,0
1751296573877,0,10000,0,0,500,2000,0,0,0
1751296573909,0,10000,0,0,500,2000,0,0,0
1751296573912,0,10000,0,0,500,2000,0,0,0
1751296573917,0,10000,0,0,500,2000,0,0,0
1751296573953,0,10000,0,0,500,2000,0,0,0
1751296573956,0,10000,0,0,500,2000,0,0,0
1751296573993,0,10000,0,0,500,2000,0,0,0
1751296573997,0,10000,0,0,500,2000,0,0,0
1751296574033,0,10000,0,0,500,2000,0,0,0
1751296574038,0,10000,0,0,500,2000,0,0,0
1751296574072,0,10000,0,0,500,2000,0,0,0
1751296574077,0,10000,0,0,500,2000,0,0,0
1751296574112,0,10000,0,0,500,2000,0,0,0
1751296574135,0,10000,0,0,500,2000,0,0,0
1751296574153,0,10000,0,0,500,2000,0,0,0
1751296574157,0,10000,0,0,500,2000,0,0,0
1751296574192,0,10000,0,0,500,2000,0,0,0
1751296574199,0,10000,0,0,500,2000,0,0,0
1751296574242,0,10000,0,0,500,2000,0,0,0
1751296574242,0,10000,0,0,500,2000,0,0,0
1751296574275,0,10000,0,0,500,2000,0,0,0
1751296574277,0,10000,0,0,500,2000,0,0,0
1751296574326,0,10000,0,0,500,2000,0,0,0
1751296574326,0,10000,0,0,500,2000,0,0,0
1751296574356,0,10000,0,0,500,2000,0,0,0
1751296574356,0,10000,0,0,500,2000,0,0,0
1751296574393,0,10000,0,0,500,2000,0,0,0
1751296574398,0,10000,0,0,500,2000,0,0,0
1751296574435,0,10000,0,0,500,2000,0,0,0
1751296574438,0,10000,0,0,500,2000,0,0,0
1751296574477,0,10000,0,0,500,2000,0,0,0
1751296574477,0,10000,0,0,500,2000,0,0,0
1751296574513,0,10000,0,0,500,2000,0,0,0
1751296574520,0,10000,0,0,500,2000,0,0,0
1751296574553,0,10000,0,0,500,2000,0,0,0
1751296574556,0,10000,0,0,500,2000,0,0,0
1751296574607,0,10000,0,0,500,2000,0,0,0
1751296574607,0,10000,0,0,500,2000,0,0,0
1751296574634,0,10000,0,0,500,2000,0,0,0
1751296574638,0,10000,0,0,500,2000,0,0,0
1751296574684,0,10000,0,0,500,2000,0,0,0
1751296574684,0,10000,0,0,500,2000,0,0,0
1751296574717,0,10000,0,0,500,2000,0,0,0
1751296574717,0,10000,0,0,500,2000,0,0,0
1751296574752,0,10000,0,0,500,2000,0,0,0
1751296574756,0,10000,0,0,500,2000,0,0,0
1751296574793,0,10000,0,0,500,2000,0,0,0
1751296574797,0,10000,0,0,500,2000,0,0,0
1751296574833,0,10000,0,0,500,2000,0,0,0
1751296574837,0,10000,0,0,500,2000,0,0,0
1751296574875,0,10000,0,0,500,2000,0,0,0
1751296574876,0,10000,0,0,500,2000,0,0,0
1751296574912,0,10000,0,0,500,2000,0,0,0
1751296574917,0,10000,0,0,500,2000,0,0,0
1751296574953,0,10000,0,0,500,2000,0,0,0
1751296574956,0,10000,0,0,500,2000,0,0,0
1751296574992,0,10000,0,0,500,2000,0,0,0
1751296574997,0,10000,0,0,500,2000,0,0,0
1751296575033,0,10000,0,0,500,2000,0,0,0
1751296575037,0,10000,0,0,500,2000,0,0,0
1751296575076,0,10000,0,0,500,2000,0,0,0
1751296575076,0,10000,0,0,500,2000,0,0,0
1751296575115,0,10000,0,0,500,2000,0,0,0
1751296575116,0,10000,0,0,500,2000,0,0,0
1751296575155,0,10000,0,0,500,2000,0,0,0
1751296575159,0,10000,0,0,500,2000,0,0,0
1751296575193,0,10000,0,0,500,2000,0,0,0
1751296575197,0,10000,0,0,500,2000,0,0,0
1751296575232,0,10000,0,0,500,2000,0,0,0
1751296575236,0,10000,0,0,500,2000,0,0,0
1751296575273,0,10000,0,0,500,2000,0,0,0
1751296575276,0,10000,0,0,500,2000,0,0,0
1751296575313,0,10000,0,0,500,2000,0,0,0
1751296575317,0,10000,0,0,500,2000,0,0,0
1751296575353,0,10000,0,0,500,2000,0,0,0
1751296575364,0,10000,0,0,500,2000,0,0,0
1751296575392,0,10000,0,0,500,2000,0,0,0
1751296575399,0,10000,0,0,500,2000,0,0,0
1751296575433,0,10000,0,0,500,2000,0,0,0
1751296575437,0,10000,0,0,500,2000,0,0,0
1751296575486,0,10000,0,0,500,2000,0,0,0
1751296575486,0,10000,0,0,500,2000,0,0,0
1751296575512,0,10000,0,0,500,2000,0,0,0
1751296575517,0,10000,0,0,500,2000,0,0,0
1751296575553,0,10000,0,0,500,2000,0,0,0
1751296575557,0,10000,0,0,500,2000,0,0,0
1751296575597,0,10000,0,0,500,2000,0,0,0
1751296575597,0,10000,0,0,500,2000,0,0,0
1751296584921,0,10000,0,0,500,2000,0,0,0
1751296584921,0,10000,0,0,500,2000,0,0,0
1751296584962,0,10000,0,0,500,2000,0,0,0
1751296585003,0,10000,0,0,500,2000,0,0,0
1751296585048,0,10000,0,0,500,2000,0,0,0
1751296585082,0,10000,0,0,500,2000,0,0,0
1751296585126,0,10000,0,0,500,2000,0,0,0
1751296585159,0,10000,0,0,500,2000,0,0,0
1751296585161,0,10000,0,0,500,2000,0,0,0
1751296585213,0,10000,0,0,500,2000,0,0,0
1751296585243,0,10000,0,0,500,2000,0,0,0
1751296585285,0,10000,0,0,500,2000,0,0,0
1751296585325,0,10000,0,0,500,2000,0,0,0
1751296585363,0,10000,0,0,500,2000,0,0,0
1751296585404,0,10000,0,0,500,2000,0,0,0
1751296585444,0,10000,0,0,500,2000,0,0,0
1751296585483,0,10000,0,0,500,2000,0,0,0
1751296585524,0,10000,0,0,500,2000,0,0,0
1751296585564,0,10000,0,0,500,2000,0,0,0
1751296585603,0,10000,0,0,500,2000,0,0,0
1751296585644,0,10000,0,0,500,2000,0,0,0
1751296585684,0,10000,0,0,500,2000,0,0,0
1751296585723,0,10000,0,0,500,2000,0,0,0
1751296585771,0,10000,0,0,500,2000,0,0,0
1751296585804,0,10000,0,0,500,2000,0,0,0
1751296585845,0,10000,0,0,500,2000,0,0,0
1751296585887,0,10000,0,0,500,2000,0,0,0
1751296585922,0,10000,0,0,500,2000,0,0,0
1751296585964,0,10000,0,0,500,2000,0,0,0
1751296586004,0,10000,0,0,500,2000,0,0,0
1751296586043,0,10000,0,0,500,2000,0,0,0
1751296586083,0,10000,0,0,500,2000,0,0,0
1751296586092,0,10000,0,0,500,2000,0,0,0
1751296586125,0,10000,0,0,500,2000,0,0,0
1751296586132,0,10000,0,0,500,2000,0,0,0
1751296586164,0,10000,0,0,500,2000,0,0,0
1751296586174,0,10000,0,0,500,2000,0,0,0
1751296586219,0,10000,0,0,500,2000,0,0,0
1751296586219,0,10000,0,0,500,2000,0,0,0
1751296586244,0,10000,0,0,500,2000,0,0,0
1751296586271,0,10000,0,0,500,2000,0,0,0
1751296586295,0,10000,0,0,500,2000,0,0,0
1751296586295,0,10000,0,0,500,2000,0,0,0
1751296586323,0,10000,0,0,500,2000,0,0,0
1751296586338,0,10000,0,0,500,2000,0,0,0
1751296586388,0,10000,0,0,500,2000,0,0,0
1751296586388,0,10000,0,0,500,2000,0,0,0
1751296586407,0,10000,0,0,500,2000,0,0,0
1751296586417,0,10000,0,0,500,2000,0,0,0
1751296586448,0,10000,0,0,500,2000,0,0,0
1751296586457,0,10000,0,0,500,2000,0,0,0
1751296586482,0,10000,0,0,500,2000,0,0,0
1751296586495,0,10000,0,0,500,2000,0,0,0
1751296586523,0,10000,0,0,500,2000,0,0,0
1751296586533,0,10000,0,0,500,2000,0,0,0
1751296586574,0,10000,0,0,500,2000,0,0,0
1751296586574,0,10000,0,0,500,2000,0,0,0
1751296586624,0,10000,0,0,500,2000,0,0,0
1751296586624,0,10000,0,0,500,2000,0,0,0
1751296586646,0,10000,0,0,500,2000,0,0,0
1751296586664,0,10000,0,0,500,2000,0,0,0
1751296586682,0,10000,0,0,500,2000,0,0,0
1751296586697,0,10000,0,0,500,2000,0,0,0
1751296586732,0,10000,0,0,500,2000,0,0,0
1751296586734,0,10000,0,0,500,2000,0,0,0
1751296586764,0,10000,0,0,500,2000,0,0,0
1751296586776,0,10000,0,0,500,2000,0,0,0
1751296586805,0,10000,0,0,500,2000,0,0,0
1751296586820,0,10000,0,0,500,2000,0,0,0
1751296586846,0,10000,0,0,500,2000,0,0,0
1751296586853,0,10000,0,0,500,2000,0,0,0
1751296586884,0,10000,0,0,500,2000,0,0,0
1751296586898,0,10000,0,0,500,2000,0,0,0
1751296586922,0,10000,0,0,500,2000,0,0,0
1751296586932,0,10000,0,0,500,2000,0,0,0
1751296586968,0,10000,0,0,500,2000,0,0,0
1751296586972,0,10000,0,0,500,2000,0,0,0
1751296587013,0,10000,0,0,500,2000,0,0,0
1751296587013,0,10000,0,0,500,2000,0,0,0
1751296587042,0,10000,0,0,500,2000,0,0,0
1751296587055,0,10000,0,0,500,2000,0,0,0
1751296587092,0,10000,0,0,500,2000,0,0,0
1751296587092,0,10000,0,0,500,2000,0,0,0
1751296587126,0,10000,0,0,500,2000,0,0,0
1751296587142,0,10000,0,0,500,2000,0,0,0
1751296587170,0,10000,0,0,500,2000,0,0,0
1751296587172,0,10000,0,0,500,2000,0,0,0
1751296587202,0,10000,0,0,500,2000,0,0,0
1751296587212,0,10000,0,0,500,2000,0,0,0
1751296587243,0,10000,0,0,500,2000,0,0,0
1751296587261,0,10000,0,0,500,2000,0,0,0
1751296587283,0,10000,0,0,500,2000,0,0,0
1751296587293,0,10000,0,0,500,2000,0,0,0
1751296587323,0,10000,0,0,500,2000,0,0,0
1751296587335,0,10000,0,0,500,2000,0,0,0
1751296587365,0,10000,0,0,500,2000,0,0,0
1751296587379,0,10000,0,0,500,2000,0,0,0
1751296587406,0,10000,0,0,500,2000,0,0,0
1751296587413,0,10000,0,0,500,2000,0,0,0
1751296587457,0,10000,0,0,500,2000,0,0,0
1751296587458,0,10000,0,0,500,2000,0,0,0
1751296587487,0,10000,0,0,500,2000,0,0,0
1751296587501,0,10000,0,0,500,2000,0,0,0
1751296587523,0,10000,0,0,500,2000,0,0,0
1751296587543,0,10000,0,0,500,2000,0,0,0
1751296587585,0,10000,0,0,500,2000,0,0,0
1751296587585,0,10000,0,0,500,2000,0,0,0
1751296587607,0,10000,0,0,500,2000,0,0,0
1751296587619,0,10000,0,0,500,2000,0,0,0
1751296587656,0,10000,0,0,500,2000,0,0,0
1751296587656,0,10000,0,0,500,2000,0,0,0
1751296587684,0,10000,0,0,500,2000,0,0,0
1751296587692,0,10000,0,0,500,2000,0,0,0
1751296587724,0,10000,0,0,500,2000,0,0,0
1751296587736,0,10000,0,0,500,2000,0,0,0
1751296587762,0,10000,0,0,500,2000,0,0,0
1751296587775,0,10000,0,0,500,2000,0,0,0
1751296587804,0,10000,0,0,500,2000,0,0,0
1751296587819,0,10000,0,0,500,2000,0,0,0
1751296587846,0,10000,0,0,500,2000,0,0,0
1751296587856,0,10000,0,0,500,2000,0,0,0
1751296587883,0,10000,0,0,500,2000,0,0,0
1751296587894,0,10000,0,0,500,2000,0,0,0
1751296587922,0,10000,0,0,500,2000,0,0,0
1751296587933,0,10000,0,0,500,2000,0,0,0
1751296587964,0,10000,0,0,500,2000,0,0,0
1751296587975,0,10000,0,0,500,2000,0,0,0
1751296587992,0,10000,0,0,500,2000,0,0,0
1751296587993,0,10000,0,0,500,2000,0,0,0
1751296588005,0,10000,0,0,500,2000,0,0,0
1751296588020,0,10000,0,0,500,2000,0,0,0
1751296588045,0,10000,0,0,500,2000,0,0,0
1751296588057,0,10000,0,0,500,2000,0,0,0
1751296588083,0,10000,0,0,500,2000,0,0,0
1751296588093,0,10000,0,0,500,2000,0,0,0
1751296588123,0,10000,0,0,500,2000,0,0,0
1751296588132,0,10000,0,0,500,2000,0,0,0
1751296588163,0,10000,0,0,500,2000,0,0,0
1751296588173,0,10000,0,0,500,2000,0,0,0
1751296588203,0,10000,0,0,500,2000,0,0,0
1751296588217,0,10000,0,0,500,2000,0,0,0
1751296588244,0,10000,0,0,500,2000,0,0,0
1751296588255,0,10000,0,0,500,2000,0,0,0
1751296588297,0,10000,0,0,500,2000,0,0,0
1751296588298,0,10000,0,0,500,2000,0,0,0
1751296588331,0,10000,0,0,500,2000,0,0,0
1751296588333,0,10000,0,0,500,2000,0,0,0
1751296588375,0,10000,0,0,500,2000,0,0,0
1751296588375,0,10000,0,0,500,2000,0,0,0
1751296588412,0,10000,0,0,500,2000,0,0,0
1751296588412,0,10000,0,0,500,2000,0,0,0
1751296588452,0,10000,0,0,500,2000,0,0,0
1751296588453,0,10000,0,0,500,2000,0,0,0
1751296588484,0,10000,0,0,500,2000,0,0,0
1751296588493,0,10000,0,0,500,2000,0,0,0
1751296588522,0,10000,0,0,500,2000,0,0,0
1751296588533,0,10000,0,0,500,2000,0,0,0
1751296588584,0,10000,0,0,500,2000,0,0,0
1751296588584,0,10000,0,0,500,2000,0,0,0
1751296588604,0,10000,0,0,500,2000,0,0,0
1751296588620,0,10000,0,0,500,2000,0,0,0
1751296588643,0,10000,0,0,500,2000,0,0,0
1751296588669,0,10000,0,0,500,2000,0,0,0
1751296588686,0,10000,0,0,500,2000,0,0,0
1751296588708,0,10000,0,0,500,2000,0,0,0
1751296588723,0,10000,0,0,500,2000,0,0,0
1751296588732,0,10000,0,0,500,2000,0,0,0
1751296588768,0,10000,0,0,500,2000,0,0,0
1751296588777,0,10000,0,0,500,2000,0,0,0
1751296588810,0,10000,0,0,500,2000,0,0,0
1751296588836,0,10000,0,0,500,2000,0,0,0
1751296588843,0,10000,0,0,500,2000,0,0,0
1751296588855,0,10000,0,0,500,2000,0,0,0
1751296588884,0,10000,0,0,500,2000,0,0,0
1751296588894,0,10000,0,0,500,2000,0,0,0
1751296588923,0,10000,0,0,500,2000,0,0,0
1751296588935,0,10000,0,0,500,2000,0,0,0
1751296588963,0,10000,0,0,500,2000,0,0,0
1751296588973,0,10000,0,0,500,2000,0,0,0
1751296589003,0,10000,0,0,500,2000,0,0,0
1751296589017,0,10000,0,0,500,2000,0,0,0
1751296589045,0,10000,0,0,500,2000,0,0,0
1751296589053,0,10000,0,0,500,2000,0,0,0
1751296589098,0,10000,0,0,500,2000,0,0,0
1751296589098,0,10000,0,0,500,2000,0,0,0
1751296589128,0,10000,0,0,500,2000,0,0,0
1751296589133,0,10000,0,0,500,2000,0,0,0
1751296589162,0,10000,0,0,500,2000,0,0,0
1751296589174,0,10000,0,0,500,2000,0,0,0
1751296589202,0,10000,0,0,500,2000,0,0,0
1751296589219,0,10000,0,0,500,2000,0,0,0
1751296589244,0,10000,0,0,500,2000,0,0,0
1751296589256,0,10000,0,0,500,2000,0,0,0
1751296589285,0,10000,0,0,500,2000,0,0,0
1751296589305,0,10000,0,0,500,2000,0,0,0
1751296589326,0,10000,0,0,500,2000,0,0,0
1751296589342,0,10000,0,0,500,2000,0,0,0
1751296589365,0,10000,0,0,500,2000,0,0,0
1751296589374,0,10000,0,0,500,2000,0,0,0
1751296589402,0,10000,0,0,500,2000,0,0,0
1751296589413,0,10000,0,0,500,2000,0,0,0
1751296589444,0,10000,0,0,500,2000,0,0,0
1751296589468,0,10000,0,0,500,2000,0,0,0
1751296589483,0,10000,0,0,500,2000,0,0,0
1751296589504,0,10000,0,0,500,2000,0,0,0
1751296589538,0,10000,0,0,500,2000,0,0,0
1751296589539,0,10000,0,0,500,2000,0,0,0
1751296589562,0,10000,0,0,500,2000,0,0,0
1751296589602,0,10000,0,0,500,2000,0,0,0
1751296589602,0,10000,0,0,500,2000,0,0,0
1751296589612,0,10000,0,0,500,2000,0,0,0
1751296589643,0,10000,0,0,500,2000,0,0,0
1751296589670,0,10000,0,0,500,2000,0,0,0
1751296589683,0,10000,0,0,500,2000,0,0,0
1751296589703,0,10000,0,0,500,2000,0,0,0
1751296589725,0,10000,0,0,500,2000,0,0,0
1751296589734,0,10000,0,0,500,2000,0,0,0
1751296596716,0,10000,0,0,500,2000,0,0,0
1751296596717,0,10000,0,0,500,2000,0,0,0
1751296596765,0,10000,0,0,500,2000,0,0,0
1751296596800,0,10000,0,0,500,2000,0,0,0
1751296596838,0,10000,0,0,500,2000,0,0,0
1751296596885,0,10000,0,0,500,2000,0,0,0
1751296596924,0,10000,0,0,500,2000,0,0,0
1751296596955,0,10000,0,0,500,2000,0,0,0
1751296596960,0,10000,0,0,500,2000,0,0,0
1751296597005,0,10000,0,0,500,2000,0,0,0
1751296597040,0,10000,0,0,500,2000,0,0,0
1751296597080,0,10000,0,0,500,2000,0,0,0
1751296597129,0,10000,0,0,500,2000,0,0,0
1751296597162,0,10000,0,0,500,2000,0,0,0
1751296597203,0,10000,0,0,500,2000,0,0,0
1751296597241,0,10000,0,0,500,2000,0,0,0
1751296597283,0,10000,0,0,500,2000,0,0,0
1751296597317,0,10000,0,0,500,2000,0,0,0
1751296597359,0,10000,0,0,500,2000,0,0,0
1751296597403,0,10000,0,0,500,2000,0,0,0
1751296597437,0,10000,0,0,500,2000,0,0,0
1751296597477,0,10000,0,0,500,2000,0,0,0
1751296597518,0,10000,0,0,500,2000,0,0,0
1751296597533,0,10000,0,0,500,2000,0,0,0
1751296597558,0,10000,0,0,500,2000,0,0,0
1751296597574,0,10000,0,0,500,2000,0,0,0
1751296597598,0,10000,0,0,500,2000,0,0,0
1751296597615,0,10000,0,0,500,2000,0,0,0
1751296597637,0,10000,0,0,500,2000,0,0,0
1751296597664,0,10000,0,0,500,2000,0,0,0
1751296597699,0,10000,0,0,500,2000,0,0,0
1751296597699,0,10000,0,0,500,2000,0,0,0
1751296597724,0,10000,0,0,500,2000,0,0,0
1751296597735,0,10000,0,0,500,2000,0,0,0
1751296597759,0,10000,0,0,500,2000,0,0,0
1751296597775,0,10000,0,0,500,2000,0,0,0
1751296597800,0,10000,0,0,500,2000,0,0,0
1751296597821,0,10000,0,0,500,2000,0,0,0
1751296597840,0,10000,0,0,500,2000,0,0,0
1751296597855,0,10000,0,0,500,2000,0,0,0
1751296597879,0,10000,0,0,500,2000,0,0,0
1751296597895,0,10000,0,0,500,2000,0,0,0
1751296597917,0,10000,0,0,500,2000,0,0,0
1751296597939,0,10000,0,0,500,2000,0,0,0
1751296597961,0,10000,0,0,500,2000,0,0,0
1751296597979,0,10000,0,0,500,2000,0,0,0
1751296598009,0,10000,0,0,500,2000,0,0,0
1751296598016,0,10000,0,0,500,2000,0,0,0
1751296598039,0,10000,0,0,500,2000,0,0,0
1751296598056,0,10000,0,0,500,2000,0,0,0
1751296598084,0,10000,0,0,500,2000,0,0,0
1751296598094,0,10000,0,0,500,2000,0,0,0
1751296598137,0,10000,0,0,500,2000,0,0,0
1751296598137,0,10000,0,0,500,2000,0,0,0
1751296598161,0,10000,0,0,500,2000,0,0,0
1751296598178,0,10000,0,0,500,2000,0,0,0
1751296598217,0,10000,0,0,500,2000,0,0,0
1751296598217,0,10000,0,0,500,2000,0,0,0
1751296598240,0,10000,0,0,500,2000,0,0,0
1751296598257,0,10000,0,0,500,2000,0,0,0
1751296598304,0,10000,0,0,500,2000,0,0,0
1751296598304,0,10000,0,0,500,2000,0,0,0
1751296598327,0,10000,0,0,500,2000,0,0,0
1751296598335,0,10000,0,0,500,2000,0,0,0
1751296598363,0,10000,0,0,500,2000,0,0,0
1751296598376,0,10000,0,0,500,2000,0,0,0
1751296598400,0,10000,0,0,500,2000,0,0,0
1751296598421,0,10000,0,0,500,2000,0,0,0
1751296598439,0,10000,0,0,500,2000,0,0,0
1751296598460,0,10000,0,0,500,2000,0,0,0
1751296598481,0,10000,0,0,500,2000,0,0,0
1751296598514,0,10000,0,0,500,2000,0,0,0
1751296598535,0,10000,0,0,500,2000,0,0,0
1751296598535,0,10000,0,0,500,2000,0,0,0
1751296598571,0,10000,0,0,500,2000,0,0,0
1751296598575,0,10000,0,0,500,2000,0,0,0
1751296598600,0,10000,0,0,500,2000,0,0,0
1751296598615,0,10000,0,0,500,2000,0,0,0
1751296598654,0,10000,0,0,500,2000,0,0,0
1751296598654,0,10000,0,0,500,2000,0,0,0
1751296598679,0,10000,0,0,500,2000,0,0,0
1751296598695,0,10000,0,0,500,2000,0,0,0
1751296598721,0,10000,0,0,500,2000,0,0,0
1751296598740,0,10000,0,0,500,2000,0,0,0
